player_id,team_id,passes,passes completed,passing_accuracy,crosses,crossing_accuracy,take ons completed,defensive_linebreaks_attempted,defensive_linebreaks_accuracy,switches_of_play_attempted,switches_of_play_accuracy
576,38,55,47,85,9,56,1,7,57,1,0
310,5,55,44,80,7,14,10,6,83,1,100
175,48,55,43,78,2,50,5,3,33,2,0
573,43,54,43,80,7,43,5,7,57,0,0
1022,40,54,44,81,2,0,0,6,50,2,100
235,29,54,47,87,9,11,1,3,33,0,0
451,39,54,52,96,1,0,0,2,50,0,0
630,14,54,41,76,0,0,0,1,0,0,0
570,46,53,46,87,4,25,0,2,50,0,0
732,10,53,39,74,3,33,2,2,50,0,0
610,22,52,43,83,2,0,2,3,33,0,0
98,6,52,39,75,5,0,1,4,0,0,0
973,27,52,49,94,0,0,0,1,0,0,0
1089,38,52,49,94,0,0,0,1,0,1,100
1229,45,52,41,79,2,50,1,2,0,0,0
176,38,52,47,90,7,29,3,1,100,0,0
932,40,52,42,81,0,0,0,1,100,3,100
692,21,52,39,75,0,0,0,2,0,0,0
279,20,52,44,85,14,21,1,4,50,1,0
524,23,51,33,65,0,0,0,0,0,0,0
385,37,51,32,63,0,0,0,5,0,0,0
772,46,51,47,92,0,0,0,1,0,0,0
427,2,51,47,92,1,100,0,0,0,0,0
985,15,51,39,76,1,100,2,3,0,0,0
180,42,50,46,92,6,33,2,4,50,0,0
161,25,50,42,84,0,0,0,2,0,0,0
770,13,50,45,90,0,0,0,1,100,0,0
149,46,50,38,76,2,0,0,2,0,1,100
343,42,49,38,78,6,33,3,6,50,0,0
1144,40,49,37,76,2,0,8,5,40,0,0
971,39,48,43,90,1,0,0,2,50,0,0
155,44,48,24,50,0,0,0,1,100,1,0
1054,22,48,42,88,7,29,4,3,67,0,0
600,33,48,35,73,16,13,2,3,33,2,50
83,26,48,36,75,8,38,6,4,50,1,100
485,23,48,40,83,1,0,6,3,33,0,0
620,14,48,37,77,0,0,0,1,100,1,100
739,15,48,37,77,2,50,1,3,100,0,0
328,6,48,33,69,2,50,2,3,67,1,100
1103,48,48,35,73,3,0,1,5,0,0,0
666,38,48,36,75,7,43,0,1,100,2,50
361,32,47,34,72,1,0,1,4,25,0,0
199,11,47,28,60,11,18,6,12,8,0,0
482,27,47,40,85,1,0,2,3,100,1,100
585,21,47,33,70,9,11,1,3,0,1,0
115,16,47,32,68,8,13,1,5,20,1,100
275,15,47,34,72,4,25,1,3,0,0,0
241,31,47,36,77,0,0,2,8,13,0,0
536,15,47,35,74,2,50,1,1,0,0,0
946,45,46,39,85,3,0,0,3,67,0,0
268,42,46,38,83,2,50,0,3,33,0,0
902,37,46,35,76,0,0,0,1,0,0,0
899,11,45,35,78,14,21,4,6,83,0,0
702,27,45,39,87,9,33,1,4,75,1,100
523,48,45,31,69,0,0,0,1,100,2,100
1095,12,45,38,84,0,0,0,2,0,0,0
917,39,45,36,80,1,0,2,4,50,0,0
539,40,44,40,91,0,0,0,2,50,2,100
905,3,44,32,73,1,0,1,1,100,1,0
1163,15,44,35,80,0,0,0,2,50,0,0
1239,1,44,43,98,0,0,0,1,100,0,0
397,46,44,30,68,6,0,4,6,67,0,0
1012,7,44,30,68,10,30,2,4,25,0,0
374,7,43,42,98,0,0,0,0,0,0,0
1082,10,43,37,86,5,80,0,1,100,0,0
520,3,43,33,77,9,33,4,2,50,2,100
944,48,43,38,88,0,0,0,1,0,0,0
736,13,43,38,88,0,0,0,1,0,0,0
1145,32,43,38,88,0,0,0,1,100,1,100
70,5,42,33,79,2,50,2,2,100,0,0
1046,5,42,32,76,0,0,1,3,67,0,0
737,15,42,36,86,1,0,1,2,0,1,100
1,38,42,38,90,1,0,0,1,100,0,0
1127,36,42,33,79,3,33,0,3,0,1,100
330,11,41,35,85,2,0,2,1,0,0,0
329,36,41,33,80,4,25,2,7,43,0,0
1135,9,41,27,66,4,0,4,4,50,1,100
521,9,41,37,90,19,16,0,6,50,0,0
690,8,41,33,80,2,100,6,2,50,0,0
452,17,41,35,85,9,22,11,13,92,4,100
663,48,41,27,66,4,0,3,2,0,1,0
720,43,41,31,76,2,0,1,4,50,0,0
840,43,40,31,78,3,0,0,5,20,0,0
481,23,40,32,80,2,0,0,2,100,0,0
352,16,40,33,83,1,0,2,1,0,0,0
928,13,40,33,83,3,67,2,3,67,0,0
323,18,40,33,83,3,33,2,5,100,1,100
307,35,39,34,87,1,0,2,1,0,0,0
362,6,39,29,74,0,0,1,5,80,0,0
746,26,39,32,82,7,14,3,5,60,0,0
421,29,39,34,87,1,0,2,2,50,3,67
1192,8,38,30,79,3,33,1,2,0,0,0
183,42,38,34,89,2,0,0,2,50,0,0
172,45,38,29,76,15,0,7,12,67,2,0
1027,46,38,33,87,1,0,4,1,100,0,0
748,20,38,33,87,0,0,0,0,0,0,0
763,13,37,23,62,12,8,8,9,89,2,50
1118,29,37,27,73,5,40,2,5,40,0,0
553,42,37,31,84,0,0,1,2,50,0,0
968,45,36,26,72,0,0,2,2,0,0,0
4,48,36,24,67,9,22,1,2,50,1,100
503,44,36,35,97,1,0,1,0,0,0,0
119,1,36,25,69,4,50,8,5,60,1,100
79,23,36,29,81,5,0,1,4,75,1,100
881,26,36,28,78,1,100,3,4,75,0,0
1031,14,36,31,86,0,0,0,0,0,1,100
549,14,35,25,71,6,50,1,2,0,1,100
1058,38,35,29,83,1,100,0,1,100,0,0
154,25,35,26,74,1,0,4,4,50,0,0
76,23,35,26,74,0,0,1,0,0,0,0
1212,8,35,27,77,2,50,0,0,0,2,100
612,8,34,27,79,1,0,3,2,50,0,0
747,17,34,30,88,1,100,1,1,0,0,0
1158,46,34,30,88,2,0,0,2,50,0,0
315,30,34,27,79,8,25,5,5,60,0,0
116,20,34,31,91,0,0,0,1,0,0,0
1171,25,34,31,91,2,50,0,0,0,0,0
477,24,34,33,97,0,0,0,0,0,3,67
316,48,34,29,85,5,60,1,1,0,0,0
693,38,34,20,59,0,0,0,2,0,0,0
177,31,33,25,76,1,0,1,2,0,0,0
801,46,33,24,73,0,0,0,0,0,1,0
589,16,33,31,94,1,0,0,1,100,0,0
474,36,33,25,76,3,33,1,2,50,0,0
144,36,33,27,82,0,0,1,1,0,0,0
1202,8,33,30,91,2,0,1,1,0,0,0
11,36,32,26,81,0,0,0,2,50,0,0
538,36,32,25,78,0,0,0,1,100,1,100
475,17,32,28,88,0,0,0,0,0,0,0
774,4,32,25,78,1,0,0,0,0,0,0
262,34,32,24,75,1,100,0,1,0,1,100
750,19,32,31,97,0,0,0,0,0,1,100
762,4,31,30,97,0,0,0,0,0,0,0
293,20,31,23,74,2,0,0,4,50,0,0
855,26,31,24,77,0,0,0,0,0,0,0
416,41,31,29,94,2,0,0,1,100,1,100
634,3,31,27,87,2,0,0,1,0,0,0
39,3,31,27,87,5,40,1,0,0,0,0
637,21,31,27,87,4,75,4,4,75,3,100
114,12,30,26,87,3,33,1,0,0,0,0
7,39,30,26,87,0,0,0,1,0,0,0
1011,44,30,25,83,1,0,0,2,50,0,0
221,27,30,27,90,4,25,1,2,100,1,100
261,25,30,28,93,3,0,0,1,100,0,0
706,20,30,23,77,1,0,0,1,100,1,0
333,32,30,19,63,0,0,0,0,0,0,0
219,4,30,25,83,0,0,1,0,0,0,0
1193,20,30,29,97,2,0,0,0,0,0,0
134,43,30,25,83,1,0,0,3,67,1,0
314,22,30,22,73,1,100,0,2,0,0,0
270,7,30,23,77,0,0,0,2,100,0,0
382,47,29,18,62,0,0,0,1,0,0,0
798,47,29,23,79,2,0,0,0,0,0,0
1019,23,29,23,79,0,0,0,0,0,3,33
1069,24,29,21,72,1,0,0,0,0,0,0
467,8,29,27,93,1,0,2,3,100,0,0
339,44,29,22,76,2,0,1,1,100,0,0
795,9,29,23,79,4,50,0,2,50,1,100
364,21,29,20,69,0,0,2,2,50,1,100
368,40,29,20,69,0,0,0,1,100,0,0
1221,41,29,25,86,1,0,0,0,0,0,0
1180,48,29,17,59,0,0,0,2,0,1,100
825,4,29,20,69,0,0,0,2,0,0,0
1053,35,29,27,93,0,0,0,2,50,0,0
402,23,28,26,93,1,0,0,2,100,1,100
158,36,28,11,39,1,0,0,4,0,0,0
728,28,28,28,100,1,0,0,1,100,0,0
980,15,28,24,86,0,0,1,3,33,0,0
915,41,28,24,86,4,0,2,4,75,0,0
659,16,27,23,85,1,0,1,3,67,0,0
597,34,27,18,67,1,0,0,1,0,0,0
389,33,27,20,74,1,100,0,1,100,1,0
85,21,27,25,93,1,0,1,0,0,0,0
1242,17,27,23,85,6,33,1,1,0,0,0
22,15,26,18,69,1,100,3,1,100,0,0
788,28,26,23,88,1,0,2,2,50,0,0
201,47,26,19,73,14,7,2,7,71,1,100
906,7,26,21,81,7,14,1,2,0,0,0
272,47,25,20,80,3,33,1,3,100,1,100
1100,24,25,15,60,2,0,0,2,50,1,0
669,27,25,22,88,0,0,0,0,0,0,0
966,1,25,18,72,0,0,0,1,0,0,0
63,4,25,22,88,3,0,0,3,33,0,0
1061,31,25,18,72,1,0,0,2,0,0,0
213,45,24,22,92,0,0,4,0,0,0,0
595,11,24,19,79,3,67,0,4,25,0,0
1075,1,24,23,96,0,0,0,0,0,0,0
498,40,24,21,88,2,0,0,3,33,0,0
594,32,24,18,75,0,0,0,1,0,0,0
680,32,24,19,79,0,0,2,1,0,0,0
1087,4,24,16,67,1,0,1,2,0,1,0
138,6,24,17,71,0,0,0,0,0,1,0
940,8,23,18,78,1,0,2,5,40,0,0
223,11,23,16,70,1,0,2,1,0,0,0
537,3,23,18,78,1,0,0,0,0,0,0
407,34,23,12,52,0,0,0,4,25,0,0
287,10,23,22,96,2,0,0,1,100,0,0
592,33,23,19,83,0,0,0,1,0,0,0
468,32,23,18,78,0,0,0,0,0,0,0
497,21,23,15,65,4,25,1,3,67,0,0
174,12,23,16,70,4,0,2,1,0,1,100
258,9,23,20,87,0,0,1,1,0,0,0
880,44,23,16,70,0,0,0,0,0,0,0
9,21,22,18,82,7,14,7,8,50,1,100
673,21,22,21,95,0,0,0,0,0,0,0
1121,15,22,15,68,0,0,0,1,0,1,100
947,27,22,15,68,1,0,1,2,50,0,0
233,11,22,19,86,0,0,0,0,0,2,50
15,37,22,16,73,1,0,1,2,50,0,0
37,23,22,20,91,1,0,0,0,0,0,0
942,28,22,20,91,0,0,2,3,33,0,0
197,46,22,21,95,3,33,0,2,50,0,0
1044,7,22,22,100,0,0,2,1,100,0,0
163,33,21,20,95,1,0,2,2,50,0,0
346,12,21,15,71,1,0,0,3,33,0,0
1203,22,21,18,86,0,0,0,1,100,0,0
943,26,21,17,81,1,0,1,0,0,1,100
198,30,21,18,86,1,0,1,0,0,0,0
404,32,21,19,90,0,0,0,0,0,0,0
891,20,20,17,85,2,50,0,2,50,1,100
109,13,20,17,85,2,0,0,2,50,0,0
351,7,20,16,80,1,0,1,4,25,0,0
1181,2,20,17,85,0,0,0,1,100,0,0
815,24,20,17,85,2,0,0,1,100,0,0
335,24,20,11,55,2,0,1,2,0,1,100
703,22,20,13,65,0,0,5,3,33,1,100
321,44,20,16,80,0,0,0,0,0,1,0
963,12,19,17,89,1,0,3,3,33,0,0
260,8,19,15,79,3,33,1,0,0,0,0
234,38,19,12,63,0,0,0,2,0,0,0
23,1,19,16,84,0,0,1,1,100,1,100
884,23,19,17,89,0,0,0,0,0,0,0
860,24,19,16,84,0,0,0,0,0,0,0
1099,47,19,10,53,0,0,0,3,67,0,0
1208,16,19,17,89,4,25,0,1,0,1,100
68,34,19,13,68,1,0,0,0,0,0,0
599,33,18,11,61,0,0,0,1,100,0,0
529,10,18,12,67,3,0,5,2,50,2,100
1094,44,18,16,89,3,0,1,1,0,0,0
91,9,18,14,78,1,0,1,0,0,0,0
875,32,18,17,94,0,0,0,0,0,0,0
1067,26,18,12,67,0,0,0,0,0,0,0
141,24,18,16,89,0,0,1,0,0,0,0
1190,15,18,14,78,0,0,2,1,0,0,0
531,48,17,11,65,1,0,0,2,50,0,0
403,22,17,13,76,0,0,0,0,0,0,0
542,12,17,16,94,3,0,0,2,50,0,0
43,37,17,16,94,0,0,0,0,0,0,0
817,30,17,15,88,1,100,0,2,100,1,100
400,35,16,13,81,0,0,0,1,0,0,0
398,31,16,7,44,2,50,1,0,0,0,0
854,3,16,12,75,2,0,2,2,50,0,0
554,31,16,12,75,5,40,2,1,0,0,0
1129,42,16,15,94,1,0,4,2,100,0,0
363,6,16,12,75,1,0,0,0,0,1,100
45,16,16,12,75,2,0,0,1,0,0,0
156,23,16,12,75,0,0,0,3,67,0,0
33,23,16,13,81,1,0,0,1,100,0,0
1133,25,16,12,75,0,0,0,2,50,0,0
1000,9,16,8,50,0,0,0,1,0,1,100
718,22,15,13,87,5,20,5,5,60,0,0
304,5,15,10,67,4,25,1,3,67,2,50
796,5,15,13,87,3,0,4,3,67,0,0
652,45,15,9,60,2,50,0,0,0,0,0
852,36,15,7,47,0,0,1,3,33,0,0
502,33,15,13,87,0,0,1,0,0,0,0
654,10,14,14,100,0,0,0,0,0,0,0
492,13,14,11,79,0,0,2,0,0,0,0
974,20,14,14,100,1,0,0,1,100,0,0
528,20,14,11,79,3,0,0,1,0,0,0
1139,8,14,12,86,1,100,2,0,0,1,100
1234,29,14,14,100,0,0,0,1,0,0,0
842,17,14,14,100,0,0,0,0,0,1,100
412,8,14,11,79,2,50,2,2,100,0,0
822,11,14,13,93,2,0,0,5,60,0,0
104,24,14,10,71,0,0,0,3,67,1,100
1230,36,14,9,64,0,0,1,3,0,0,0
463,36,14,10,71,0,0,0,1,0,0,0
380,48,14,12,86,1,0,1,2,100,0,0
290,15,14,14,100,0,0,2,0,0,0,0
979,4,13,7,54,0,0,0,2,100,0,0
1194,19,13,11,85,1,0,0,0,0,0,0
1096,5,13,6,46,0,0,0,1,0,0,0
933,30,13,11,85,1,0,1,2,100,0,0
587,18,13,12,92,1,0,0,0,0,0,0
811,20,13,6,46,0,0,0,1,0,0,0
613,6,13,7,54,0,0,0,1,0,0,0
58,7,13,13,100,0,0,0,0,0,0,0
441,28,13,12,92,1,0,0,0,0,0,0
1084,28,13,7,54,0,0,0,0,0,0,0
1211,27,13,9,69,0,0,0,0,0,0,0
78,26,13,12,92,1,0,1,0,0,0,0
1064,26,13,12,92,0,0,0,0,0,0,0
1147,11,13,9,69,2,0,0,2,0,0,0
848,44,13,12,92,0,0,0,0,0,1,100
143,39,12,12,100,0,0,2,3,33,0,0
930,3,12,6,50,0,0,1,0,0,0,0
215,42,12,11,92,0,0,0,0,0,0,0
1001,30,12,10,83,2,50,0,2,50,0,0
660,23,12,9,75,0,0,1,1,0,0,0
27,36,12,11,92,2,100,1,0,0,0,0
557,10,12,9,75,0,0,0,0,0,0,0
519,16,12,12,100,0,0,0,0,0,0,0
733,7,12,12,100,0,0,0,3,100,0,0
1235,43,11,8,73,0,0,3,0,0,0,0
742,38,11,7,64,1,0,0,4,25,0,0
425,8,11,9,82,0,0,3,2,0,0,0
393,11,11,7,64,0,0,0,0,0,0,0
775,23,11,7,64,2,50,1,1,100,0,0
87,24,11,7,64,2,50,1,1,100,0,0
1077,35,11,11,100,0,0,0,0,0,0,0
433,35,11,10,91,0,0,0,0,0,0,0
490,19,11,10,91,0,0,0,0,0,0,0
993,13,11,7,64,0,0,1,3,33,0,0
121,13,10,6,60,0,0,0,2,0,0,0
1115,32,10,9,90,0,0,0,0,0,1,100
960,48,10,8,80,0,0,1,2,50,0,0
295,6,10,8,80,0,0,0,0,0,0,0
792,3,10,7,70,1,0,0,0,0,0,0
52,34,10,7,70,0,0,0,0,0,0,0
222,33,10,7,70,0,0,0,1,0,0,0
71,28,10,10,100,1,0,0,1,0,0,0
648,16,10,9,90,0,0,0,0,0,0,0
131,34,10,7,70,0,0,0,0,0,0,0
48,34,10,6,60,0,0,0,0,0,1,100
159,29,10,7,70,0,0,1,0,0,0,0
466,44,10,7,70,1,100,1,0,0,0,0
456,17,10,7,70,1,0,0,2,0,0,0
1110,12,10,9,90,1,100,0,0,0,0,0
171,39,10,9,90,1,100,0,0,0,0,0
160,29,9,8,89,1,0,2,0,0,1,0
583,9,9,6,67,0,0,0,0,0,0,0
1170,40,9,6,67,0,0,1,0,0,0,0
934,43,9,7,78,0,0,1,2,0,0,0
420,14,9,7,78,0,0,0,0,0,0,0
1175,14,9,5,56,3,33,0,1,0,0,0
153,5,9,8,89,0,0,0,0,0,0,0
442,28,9,4,44,0,0,0,2,50,0,0
1162,33,9,7,78,0,0,0,1,100,0,0
813,24,9,6,67,3,33,0,1,100,0,0
1128,37,9,7,78,0,0,0,0,0,0,0
354,27,9,9,100,3,67,2,2,100,0,0
26,36,8,4,50,0,0,0,1,0,0,0
77,24,8,4,50,0,0,0,1,100,0,0
846,1,8,7,88,0,0,0,0,0,0,0
890,1,8,6,75,1,0,0,0,0,0,0
545,14,8,8,100,0,0,0,0,0,0,0
338,44,8,7,88,0,0,0,0,0,0,0
299,22,8,4,50,2,50,0,2,0,0,0
540,9,8,6,75,0,0,2,0,0,0,0
151,3,8,5,63,1,0,0,0,0,0,0
1160,15,8,7,88,0,0,0,1,0,0,0
322,6,8,7,88,0,0,0,0,0,0,0
446,34,8,5,63,0,0,1,1,0,0,0
118,33,8,8,100,1,0,0,1,100,1,0
257,10,8,5,63,1,100,0,0,0,0,0
450,30,8,7,88,0,0,0,1,0,0,0
568,5,7,7,100,0,0,0,0,0,0,0
743,19,7,5,71,2,0,0,0,0,0,0
1205,30,7,4,57,0,0,0,1,0,0,0
631,30,7,7,100,1,0,0,0,0,0,0
1146,40,7,5,71,0,0,0,0,0,0,0
392,44,7,7,100,0,0,0,0,0,0,0
237,27,7,4,57,0,0,0,0,0,0,0
628,25,7,6,86,1,0,0,1,0,0,0
357,33,7,3,43,3,33,0,2,0,0,0
191,34,7,6,86,0,0,0,0,0,0,0
59,46,7,6,86,1,0,0,1,0,0,0
281,15,7,6,86,0,0,0,0,0,0,0
803,42,7,7,100,0,0,0,0,0,0,0
165,48,6,5,83,1,0,2,0,0,1,100
208,31,6,4,67,0,0,0,0,0,0,0
194,21,6,3,50,2,50,1,0,0,0,0
484,17,6,4,67,0,0,0,2,100,0,0
1117,14,6,5,83,0,0,0,0,0,0,0
590,16,6,6,100,0,0,0,0,0,0,0
1111,11,6,4,67,0,0,0,0,0,1,0
1225,23,6,5,83,0,0,0,0,0,0,0
417,11,6,5,83,0,0,0,1,0,0,0
858,26,5,4,80,0,0,0,0,0,0,0
32,23,5,3,60,0,0,1,0,0,0,0
859,26,5,2,40,0,0,1,1,0,0,0
741,40,5,1,20,0,0,0,1,0,0,0
638,40,5,4,80,1,0,0,0,0,0,0
999,21,5,4,80,0,0,0,0,0,0,0
367,12,5,4,80,0,0,0,0,0,0,0
124,38,5,5,100,1,100,1,1,100,1,100
224,43,5,3,60,1,0,0,0,0,0,0
1140,3,5,3,60,1,0,0,2,0,0,0
243,43,5,5,100,0,0,0,0,0,0,0
355,43,5,5,100,0,0,0,0,0,0,0
954,28,5,5,100,0,0,1,1,0,0,0
325,7,5,5,100,3,33,0,0,0,0,0
494,7,5,4,80,0,0,1,0,0,0,0
1215,22,5,5,100,0,0,0,0,0,0,0
1073,6,5,2,40,0,0,1,3,0,0,0
192,14,4,3,75,1,0,0,1,0,0,0
596,30,4,2,50,1,100,0,0,0,0,0
263,18,4,2,50,0,0,0,2,0,0,0
1227,25,4,4,100,0,0,2,0,0,0,0
1107,25,4,3,75,1,0,1,0,0,1,100
99,26,4,4,100,0,0,0,0,0,0,0
84,23,4,4,100,0,0,0,0,0,0,0
874,44,4,3,75,0,0,0,1,0,0,0
501,34,4,3,75,1,0,0,1,0,0,0
206,45,4,3,75,0,0,0,0,0,0,0
493,48,4,4,100,0,0,0,0,0,0,0
632,45,3,1,33,0,0,0,0,0,0,0
102,6,3,3,100,1,0,0,0,0,0,0
646,42,3,3,100,0,0,1,0,0,0,0
857,26,3,3,100,0,0,0,0,0,0,0
90,36,3,2,67,0,0,0,1,100,0,0
674,25,3,3,100,0,0,0,0,0,0,0
1106,14,3,3,100,0,0,0,0,0,0,0
430,14,3,1,33,0,0,0,0,0,0,0
735,13,3,1,33,0,0,0,1,0,0,0
548,32,3,2,67,0,0,0,0,0,0,0
1222,10,3,3,100,0,0,0,0,0,0,0
47,33,3,3,100,1,0,0,0,0,0,0
1008,34,3,3,100,0,0,0,0,0,0,0
170,39,3,3,100,0,0,0,0,0,0,0
318,22,3,1,33,0,0,1,0,0,0,0
649,14,2,0,0,0,0,0,0,0,0,0
390,38,2,2,100,2,0,1,1,100,0,0
499,45,2,2,100,0,0,0,0,0,0,0
871,15,2,2,100,0,0,0,1,100,0,0
445,42,2,1,50,0,0,0,0,0,0,0
759,41,2,2,100,0,0,0,0,0,0,0
865,23,2,1,50,0,0,0,0,0,0,0
601,2,2,2,100,0,0,0,1,0,0,0
226,28,2,2,100,0,0,0,0,0,0,0
543,19,2,2,100,0,0,1,0,0,0,0
515,18,1,1,100,0,0,0,0,0,0,0
791,35,1,1,100,0,0,0,0,0,0,0
909,20,1,1,100,0,0,0,0,0,0,0
778,30,1,1,100,0,0,0,0,0,0,0
949,18,1,1,100,1,0,1,1,100,0,0
1102,48,1,1,100,0,0,0,0,0,0,0
460,6,1,1,100,0,0,0,0,0,0,0
1050,14,1,1,100,0,0,0,0,0,0,0
136,28,1,1,100,0,0,0,0,0,0,0
453,46,1,1,100,0,0,0,0,0,0,0
1040,47,1,0,0,0,0,0,0,0,0,0
887,23,1,1,100,0,0,0,0,0,0,0
642,25,1,1,100,0,0,0,1,100,0,0
651,25,1,1,100,0,0,0,0,0,0,0
5,26,0,0,0,0,0,0,0,0,0,0
1068,37,0,0,0,0,0,0,0,0,0,0
1241,37,0,0,0,0,0,0,0,0,0,0
643,25,0,0,0,0,0,0,0,0,0,0
547,37,0,0,0,0,0,0,0,0,0,0
901,37,0,0,0,0,0,0,0,0,0,0
169,27,0,0,0,0,0,0,0,0,0,0
716,8,0,0,0,0,0,0,0,0,0,0
697,27,0,0,0,0,0,0,0,0,0,0
465,37,0,0,0,0,0,0,0,0,0,0
377,23,0,0,0,0,0,0,0,0,0,0
28,37,0,0,0,0,0,0,0,0,0,0
294,24,0,0,0,0,0,0,0,0,0,0
661,37,0,0,0,0,0,0,0,0,0,0
411,11,0,0,0,0,0,0,0,0,0,0
671,27,0,0,0,0,0,0,0,0,0,0
238,27,0,0,0,0,0,0,0,0,0,0
266,24,0,0,0,0,0,0,0,0,0,0
1116,27,0,0,0,0,0,0,0,0,0,0
81,37,0,0,0,0,0,0,0,0,0,0
845,1,0,0,0,0,0,0,0,0,0,0
1164,25,0,0,0,0,0,0,0,0,0,0
1217,1,0,0,0,0,0,0,0,0,0,0
105,24,0,0,0,0,0,0,0,0,0,0
761,8,0,0,0,0,0,0,0,0,0,0
1131,36,0,0,0,0,0,0,0,0,0,0
986,24,0,0,0,0,0,0,0,0,0,0
561,27,0,0,0,0,0,0,0,0,0,0
1005,26,0,0,0,0,0,0,0,0,0,0
247,8,0,0,0,0,0,0,0,0,0,0
73,36,0,0,0,0,0,0,0,0,0,0
320,11,0,0,0,0,0,0,0,0,0,0
36,37,0,0,0,0,0,0,0,0,0,0
1049,24,0,0,0,0,0,0,0,0,0,0
488,26,0,0,0,0,0,0,0,0,0,0
726,36,0,0,0,0,0,0,0,0,0,0
1066,36,0,0,0,0,0,0,0,0,0,0
856,26,0,0,0,0,0,0,0,0,0,0
2,11,0,0,0,0,0,0,0,0,0,0
864,36,0,0,0,0,0,0,0,0,0,0
106,26,0,0,0,0,0,0,0,0,0,0
1157,11,0,0,0,0,0,0,0,0,0,0
823,36,0,0,0,0,0,0,0,0,0,0
19,1,0,0,0,0,0,0,0,0,0,0
1126,8,0,0,0,0,0,0,0,0,0,0
938,26,0,0,0,0,0,0,0,0,0,0
476,24,0,0,0,0,0,0,0,0,0,0
379,1,0,0,0,0,0,0,0,0,0,0
816,1,0,0,0,0,0,0,0,0,0,0
802,11,0,0,0,0,0,0,0,0,0,0
473,42,0,0,0,0,0,0,0,0,0,0
56,31,0,0,0,0,0,0,0,0,0,0
784,41,0,0,0,0,0,0,0,0,0,0
893,31,0,0,0,0,0,0,0,0,0,0
55,41,0,0,0,0,0,0,0,0,0,0
186,48,0,0,0,0,0,0,0,0,0,0
147,43,0,0,0,0,0,0,0,0,0,0
211,3,0,0,0,0,0,0,0,0,0,0
577,38,0,0,0,0,0,0,0,0,0,0
469,42,0,0,0,0,0,0,0,0,0,0
717,31,0,0,0,0,0,0,0,0,0,0
358,41,0,0,0,0,0,0,0,0,0,0
292,45,0,0,0,0,0,0,0,0,0,0
185,41,0,0,0,0,0,0,0,0,0,0
1051,38,0,0,0,0,0,0,0,0,0,0
479,15,0,0,0,0,0,0,0,0,0,0
559,15,0,0,0,0,0,0,0,0,0,0
178,31,0,0,0,0,0,0,0,0,0,0
562,41,0,0,0,0,0,0,0,0,0,0
677,31,0,0,0,0,0,0,0,0,0,0
311,38,0,0,0,0,0,0,0,0,0,0
1231,43,0,0,0,0,0,0,0,0,0,0
276,15,0,0,0,0,0,0,0,0,0,0
785,43,0,0,0,0,0,0,0,0,0,0
1185,42,0,0,0,0,0,0,0,0,0,0
92,45,0,0,0,0,0,0,0,0,0,0
828,31,0,0,0,0,0,0,0,0,0,0
1174,38,0,0,0,0,0,0,0,0,0,0
923,6,0,0,0,0,0,0,0,0,0,0
793,3,0,0,0,0,0,0,0,0,0,0
280,41,0,0,0,0,0,0,0,0,0,0
820,45,0,0,0,0,0,0,0,0,0,0
532,15,0,0,0,0,0,0,0,0,0,0
982,3,0,0,0,0,0,0,0,0,0,0
57,31,0,0,0,0,0,0,0,0,0,0
709,38,0,0,0,0,0,0,0,0,0,0
686,31,0,0,0,0,0,0,0,0,0,0
418,38,0,0,0,0,0,0,0,0,0,0
1074,45,0,0,0,0,0,0,0,0,0,0
1178,48,0,0,0,0,0,0,0,0,0,0
359,42,0,0,0,0,0,0,0,0,0,0
839,3,0,0,0,0,0,0,0,0,0,0
1183,41,0,0,0,0,0,0,0,0,0,0
738,15,0,0,0,0,0,0,0,0,0,0
150,48,0,0,0,0,0,0,0,0,0,0
1204,22,0,0,0,0,0,0,0,0,0,0
883,44,0,0,0,0,0,0,0,0,0,0
67,22,0,0,0,0,0,0,0,0,0,0
146,21,0,0,0,0,0,0,0,0,0,0
214,22,0,0,0,0,0,0,0,0,0,0
34,29,0,0,0,0,0,0,0,0,0,0
1226,29,0,0,0,0,0,0,0,0,0,0
126,39,0,0,0,0,0,0,0,0,0,0
950,40,0,0,0,0,0,0,0,0,0,0
1079,40,0,0,0,0,0,0,0,0,0,0
773,22,0,0,0,0,0,0,0,0,0,0
1002,44,0,0,0,0,0,0,0,0,0,0
1198,22,0,0,0,0,0,0,0,0,0,0
1062,44,0,0,0,0,0,0,0,0,0,0
236,39,0,0,0,0,0,0,0,0,0,0
1220,39,0,0,0,0,0,0,0,0,0,0
1136,17,0,0,0,0,0,0,0,0,0,0
21,44,0,0,0,0,0,0,0,0,0,0
665,40,0,0,0,0,0,0,0,0,0,0
10,21,0,0,0,0,0,0,0,0,0,0
283,9,0,0,0,0,0,0,0,0,0,0
189,40,0,0,0,0,0,0,0,0,0,0
604,21,0,0,0,0,0,0,0,0,0,0
72,9,0,0,0,0,0,0,0,0,0,0
1142,40,0,0,0,0,0,0,0,0,0,0
889,17,0,0,0,0,0,0,0,0,0,0
843,17,0,0,0,0,0,0,0,0,0,0
847,17,0,0,0,0,0,0,0,0,0,0
967,9,0,0,0,0,0,0,0,0,0,0
611,22,0,0,0,0,0,0,0,0,0,0
751,39,0,0,0,0,0,0,0,0,0,0
46,12,0,0,0,0,0,0,0,0,0,0
744,17,0,0,0,0,0,0,0,0,0,0
