player_id,team_id,own_goals,forced_turnovers,defensive_pressures_applied,defensive_pressures_directly_applied
1226,29,0,0,0,0
160,29,0,4,10,3
95,12,0,8,54,12
967,9,0,0,0,0
458,44,0,19,125,17
413,22,0,0,0,0
521,9,0,5,22,6
299,22,0,0,2,0
421,29,0,1,22,6
366,12,0,0,0,0
85,21,0,0,16,6
466,44,0,1,38,4
1076,29,0,6,33,5
1112,40,0,0,0,0
637,21,0,3,62,8
364,21,0,2,58,6
1143,40,0,12,99,14
297,9,0,4,29,6
877,17,0,0,0,0
422,12,0,14,67,12
751,39,0,0,0,0
1113,29,0,10,49,16
143,39,0,1,3,0
612,8,0,14,86,7
452,17,0,0,44,0
939,29,0,29,59,20
318,22,0,1,6,0
321,44,0,1,4,1
336,39,0,14,37,5
1010,17,0,12,31,11
171,39,0,2,11,3
544,22,0,13,89,17
883,44,0,0,0,0
34,29,0,0,0,0
510,29,0,4,22,3
844,44,0,7,30,11
1119,40,0,7,72,13
455,17,0,6,82,18
1220,39,0,0,0,0
107,29,0,3,35,10
484,17,0,2,4,2
781,22,0,26,91,26
1122,9,0,16,91,15
688,39,0,11,124,20
640,17,0,4,36,13
853,17,0,18,150,9
425,8,0,5,52,4
283,9,0,0,0,0
580,22,0,0,0,0
126,39,0,0,0,0
146,21,0,0,0,0
1132,9,0,29,136,32
975,39,0,3,11,5
339,44,0,6,53,3
952,17,0,27,109,11
1062,44,0,0,0,0
242,12,0,21,82,20
145,40,0,12,67,14
31,17,0,24,49,9
876,39,0,0,0,0
690,8,0,13,97,4
403,22,0,3,41,3
190,29,0,15,156,24
847,17,0,0,0,0
786,21,0,34,89,24
1026,40,0,0,0,0
662,44,0,0,0,0
1011,44,0,6,49,10
1210,44,0,13,68,10
1025,22,0,3,24,5
1209,12,0,20,121,20
347,17,0,19,72,12
18,29,0,19,93,30
1118,29,0,5,73,11
645,8,0,0,0,0
495,39,0,6,41,8
658,8,0,22,93,23
174,12,0,2,38,2
582,9,0,45,227,21
1242,17,0,4,14,2
744,17,0,0,0,0
703,22,0,4,43,5
440,12,0,12,78,19
167,29,0,26,199,17
300,21,0,2,8,4
331,39,0,0,0,0
848,44,0,1,25,6
1146,40,0,2,12,0
889,17,0,0,0,0
72,9,0,0,0,0
120,44,0,5,92,5
970,39,0,7,51,10
1203,22,0,7,88,1
541,22,0,3,56,9
21,44,0,0,0,0
898,9,0,11,43,12
1048,40,0,0,0,0
236,39,0,0,0,0
260,8,0,8,93,4
999,21,0,0,25,4
866,17,0,23,156,42
1142,40,0,0,0,0
350,12,0,4,28,8
756,17,0,18,182,29
1192,8,0,4,19,2
1138,40,0,13,95,22
505,29,0,32,181,17
159,29,0,2,25,7
882,39,0,12,21,4
673,21,0,1,5,0
496,40,0,3,22,5
1000,9,0,6,23,1
246,12,0,4,20,3
457,22,0,9,21,9
504,9,0,8,25,5
506,39,0,13,51,10
503,44,0,3,62,9
878,17,0,15,192,31
1054,22,0,7,100,9
230,29,0,7,30,12
851,12,0,0,0,0
880,44,0,0,0,0
684,21,0,5,114,15
741,40,0,1,25,1
475,17,0,4,11,3
638,40,0,1,4,0
747,17,0,3,10,1
207,21,0,12,128,14
74,44,0,22,102,24
885,29,0,0,0,0
971,39,0,3,25,3
961,40,0,12,115,9
540,9,0,1,2,0
1135,9,0,11,104,20
1212,8,0,3,12,1
1139,8,0,6,27,1
917,39,0,10,106,13
67,22,0,0,0,0
184,29,0,15,127,19
456,17,0,8,36,6
216,22,0,12,34,11
945,12,0,2,15,6
710,9,0,3,44,12
1214,17,0,21,46,24
1079,40,0,0,0,0
1002,44,0,0,0,0
542,12,0,0,5,1
338,44,0,1,19,6
1136,17,0,0,0,0
1198,22,0,0,0,0
903,29,0,51,132,48
189,40,0,0,0,0
170,39,0,2,15,0
604,21,0,0,0,0
924,9,0,4,39,9
965,12,0,1,3,1
843,17,0,0,0,0
581,21,0,3,19,6
487,39,0,2,41,6
679,39,0,7,44,13
368,40,0,15,76,9
1204,22,0,0,0,0
1234,29,0,0,3,1
1110,12,0,0,11,1
585,21,0,23,212,19
271,22,0,11,78,25
508,39,0,18,157,11
664,40,0,32,82,16
245,21,0,0,0,0
812,40,0,9,49,16
401,12,0,13,135,13
1018,44,0,0,0,0
91,9,0,1,4,0
1094,44,0,1,33,1
168,21,0,0,0,0
155,44,0,0,0,0
719,9,0,17,41,22
963,12,0,3,11,1
795,9,0,2,19,2
874,44,0,3,10,3
1152,21,0,5,52,14
7,39,0,1,3,1
346,12,0,5,60,3
932,40,0,2,15,6
919,12,0,19,97,15
162,29,0,23,113,36
692,21,0,0,0,0
1063,39,0,14,129,16
773,22,0,0,0,0
214,22,0,0,0,0
179,21,0,0,0,0
1170,40,0,1,18,1
75,9,0,18,113,12
1144,40,0,9,97,23
718,22,0,3,30,4
1020,29,0,4,12,9
114,12,0,7,123,7
810,9,0,0,0,0
194,21,0,3,28,0
89,9,0,12,52,16
1197,12,0,13,24,12
497,21,0,3,43,3
665,40,0,0,0,0
636,39,0,3,21,5
46,12,0,0,0,0
1030,9,0,22,79,28
872,44,0,5,17,6
539,40,0,2,43,2
423,21,0,10,63,18
572,9,0,0,0,0
842,17,0,0,0,0
552,21,0,8,10,7
491,39,0,24,91,23
611,22,0,0,0,0
10,21,0,0,0,0
392,44,0,0,18,0
258,9,0,8,76,6
868,9,0,4,11,2
1095,12,0,3,28,1
451,39,0,12,73,14
576,38,0,5,89,3
949,18,0,0,4,1
875,32,0,0,33,3
831,30,0,8,87,13
406,30,0,7,85,22
933,30,0,2,6,1
70,5,0,4,25,1
1206,4,0,3,76,24
594,32,0,8,56,4
1024,35,0,9,45,11
796,5,0,2,25,4
995,4,0,1,11,4
400,35,0,2,12,1
468,32,0,0,2,1
767,18,0,1,47,3
288,4,0,0,0,0
342,18,0,34,182,58
568,5,0,3,30,2
763,13,0,5,40,7
948,20,0,0,0,0
1150,5,0,0,0,0
621,19,0,33,130,24
182,35,0,5,37,6
142,20,0,0,0,0
1003,35,0,5,35,4
1077,35,0,2,10,1
578,18,0,5,17,3
778,30,0,0,1,0
255,35,0,7,72,6
1046,5,0,5,56,1
735,13,0,1,7,0
533,30,0,11,56,17
543,19,0,1,23,2
706,20,0,3,20,2
682,32,0,12,29,8
1200,19,0,14,28,14
232,5,0,19,146,18
461,18,0,25,262,22
799,30,0,0,0,0
116,20,0,1,7,1
672,18,0,0,0,0
490,19,0,1,2,2
770,13,0,7,23,8
527,18,0,0,0,0
782,32,0,18,195,18
904,35,0,6,31,3
130,20,0,5,14,4
1159,35,0,1,4,1
587,18,0,0,4,0
1193,20,0,1,13,3
989,35,0,9,86,8
936,18,0,9,80,16
979,4,0,4,15,6
277,32,0,13,70,22
895,30,0,8,19,4
383,20,0,9,74,21
1151,5,0,17,48,9
896,5,0,10,30,15
310,5,0,6,67,3
748,20,0,3,7,3
825,4,0,9,110,3
113,38,0,13,47,5
1141,30,0,8,44,9
563,35,0,13,66,13
1120,4,0,10,103,29
704,32,0,1,8,3
681,13,0,0,0,0
319,13,0,0,0,0
274,4,0,5,28,9
250,38,0,0,0,0
64,4,0,0,0,0
724,19,0,0,0,0
606,20,0,26,55,9
24,19,0,10,111,29
564,35,0,23,99,14
405,32,0,8,63,20
588,18,0,0,0,0
779,13,0,17,119,8
1187,30,0,10,11,4
516,13,0,0,0,0
140,5,0,3,10,6
124,38,0,2,9,2
873,18,0,19,132,17
279,20,0,18,29,8
891,20,0,1,11,0
996,4,0,3,32,8
256,30,0,17,75,13
909,20,0,0,6,1
584,20,0,5,27,9
631,30,0,2,12,0
603,35,0,0,0,0
263,18,0,1,1,0
624,32,0,31,53,13
959,32,0,12,113,17
1148,19,0,25,48,10
219,4,0,7,51,4
203,35,0,27,247,20
307,35,0,2,13,3
396,20,0,17,123,18
313,13,0,0,0,0
789,13,0,7,95,16
771,30,0,0,0,0
736,13,0,0,3,2
1087,4,0,8,40,2
984,4,0,18,146,20
809,5,0,18,77,19
148,19,0,23,68,20
608,13,0,4,17,9
551,5,0,15,134,18
734,13,0,16,48,12
438,38,0,2,11,2
707,20,0,10,84,15
525,20,0,13,107,19
762,4,0,0,4,1
914,20,0,18,7,6
312,13,0,0,0,0
308,18,0,22,107,20
760,4,0,26,137,10
431,35,0,0,0,0
65,32,0,9,70,8
248,30,0,15,127,7
492,13,0,6,49,10
807,19,0,1,19,8
655,4,0,2,23,8
675,5,0,0,0,0
955,32,0,0,0,0
680,32,0,0,38,5
129,32,0,7,112,16
306,35,0,0,0,0
900,20,0,3,64,21
994,13,0,11,152,25
817,30,0,0,31,2
723,19,0,27,52,4
769,13,0,6,13,7
1165,13,0,0,0,0
666,38,0,12,31,6
1052,35,0,12,27,6
978,4,0,0,0,0
811,20,0,1,9,1
633,20,0,19,99,14
205,18,0,6,68,18
1188,35,0,19,124,13
173,30,0,0,0,0
433,35,0,5,32,3
394,4,0,0,49,11
1237,5,0,0,0,0
766,32,0,7,50,12
1194,19,0,0,15,3
920,5,0,19,98,21
202,19,0,0,0,0
1156,5,0,24,127,24
685,19,0,17,140,13
1059,30,0,11,54,15
361,32,0,11,108,5
740,30,0,0,0,0
768,19,0,0,0,0
63,4,0,0,5,0
1166,32,0,2,30,10
49,20,0,27,76,20
1037,30,0,0,0,0
123,18,0,27,151,15
1036,19,0,0,0,0
993,13,0,9,76,11
304,5,0,5,36,2
928,13,0,14,82,9
1167,18,0,0,0,0
1205,30,0,2,53,2
515,18,0,0,1,0
193,5,0,16,48,15
108,32,0,18,68,14
1153,30,0,7,34,5
921,4,0,16,64,19
619,18,0,21,231,31
1053,35,0,3,37,0
1056,35,0,0,0,0
188,19,0,21,117,17
1021,18,0,5,66,18
513,13,0,12,88,13
301,19,0,13,173,22
286,18,0,10,89,12
791,35,0,0,0,0
1145,32,0,3,19,3
609,13,0,2,24,6
548,32,0,0,11,2
96,5,0,25,26,9
315,30,0,8,47,7
826,19,0,35,235,21
1115,32,0,1,1,1
273,4,0,0,0,0
696,5,0,26,168,12
153,5,0,1,21,3
293,20,0,6,53,7
459,5,0,12,145,8
121,13,0,13,76,13
1096,5,0,0,0,0
676,4,0,19,149,32
565,35,0,19,192,28
51,4,0,0,0,0
656,5,0,14,145,13
743,19,0,0,8,2
750,19,0,1,9,5
432,35,0,0,0,0
758,18,0,7,22,7
908,19,0,0,0,0
926,13,0,0,0,0
827,4,0,0,0,0
450,30,0,1,20,1
395,4,0,0,0,0
1224,5,0,19,120,24
198,30,0,18,53,2
912,18,0,19,119,25
834,5,0,0,0,0
399,35,0,9,35,4
1001,30,0,5,27,7
109,13,0,0,24,1
752,19,0,24,91,23
370,18,0,14,63,17
596,30,0,1,23,4
333,32,0,0,0,0
284,19,0,17,54,26
974,20,0,1,15,1
1081,32,0,0,0,0
1080,32,0,9,101,17
535,18,0,13,19,11
833,19,0,0,0,0
296,30,0,24,74,8
62,20,0,0,0,0
607,13,0,19,75,17
285,18,0,0,0,0
941,35,0,10,78,16
780,13,0,0,0,0
323,18,0,4,43,0
977,32,0,21,168,27
754,20,0,0,0,0
1045,4,0,14,142,18
404,32,0,2,21,2
964,19,0,27,238,13
528,20,0,2,15,4
1017,19,0,10,76,10
818,23,0,4,65,25
1219,26,0,0,0,0
354,27,0,0,2,0
867,26,0,21,98,21
77,24,0,2,13,4
1157,11,0,0,0,0
697,27,0,0,0,0
465,37,0,0,0,0
1065,24,0,22,96,22
79,23,0,27,58,8
997,8,0,6,36,9
901,37,0,0,0,0
1114,27,0,9,54,0
40,23,0,3,16,7
1004,1,0,10,64,10
187,36,0,5,21,12
643,25,0,0,0,0
1238,23,0,6,59,10
986,24,0,0,0,0
1005,26,0,0,0,0
463,36,0,8,46,1
1104,25,0,3,11,4
864,36,0,0,0,0
850,37,0,10,84,14
1127,36,0,2,50,4
1223,11,0,11,118,5
857,26,0,0,7,2
669,27,0,11,19,2
761,8,0,0,0,0
813,24,0,3,13,2
1108,8,0,22,77,9
231,11,0,9,23,12
1060,8,0,24,102,14
855,26,0,2,6,3
43,37,0,1,7,1
969,27,0,2,31,5
1233,23,0,1,6,2
1131,36,0,0,0,0
644,25,0,9,80,11
902,37,0,3,27,4
105,24,0,0,0,0
1230,36,0,8,60,8
393,11,0,3,23,0
1007,1,0,4,23,5
561,27,0,0,0,0
119,1,0,3,34,1
802,11,0,0,0,0
859,26,0,0,1,0
38,1,0,14,19,6
411,11,0,0,0,0
11,36,0,1,20,0
890,1,0,6,19,4
90,36,0,1,11,2
884,23,0,2,11,5
1147,11,0,1,19,2
1006,24,0,9,82,10
947,27,0,4,51,5
935,11,0,12,135,17
161,25,0,1,3,2
1100,24,0,6,52,4
937,26,0,20,182,22
2,11,0,0,0,0
651,25,0,0,6,2
247,8,0,0,0,0
485,23,0,14,120,14
668,27,0,3,13,4
1228,25,0,5,36,4
99,26,0,2,26,2
199,11,0,10,72,14
1217,1,0,0,0,0
233,11,0,3,25,3
879,37,0,11,64,2
667,27,0,3,16,3
83,26,0,11,154,7
894,37,0,8,106,19
26,36,0,2,22,4
78,26,0,3,47,3
775,23,0,2,34,2
888,1,0,16,42,12
141,24,0,1,12,2
1191,8,0,0,0,0
29,23,0,0,0,0
320,11,0,0,0,0
530,8,0,12,110,23
28,37,0,0,0,0
1124,8,0,9,77,7
474,36,0,3,45,6
1164,25,0,0,0,0
1240,25,0,0,0,0
483,27,0,20,62,10
379,1,0,0,2,0
1232,23,0,3,52,17
36,37,0,0,0,0
477,24,0,2,17,5
1123,11,0,6,18,6
144,36,0,2,51,7
1033,1,0,22,102,13
12,37,0,7,23,5
33,23,0,3,81,6
467,8,0,5,39,2
482,27,0,3,25,3
158,36,0,2,38,5
101,23,0,19,64,19
860,24,0,5,23,3
1070,37,0,15,120,15
534,1,0,8,19,5
837,24,0,23,62,22
845,1,0,0,0,0
1171,25,0,4,8,3
639,36,0,2,29,3
595,11,0,4,20,5
237,27,0,4,13,1
294,24,0,0,0,0
865,23,0,1,14,1
940,8,0,6,61,3
1067,26,0,2,6,3
628,25,0,0,22,4
814,24,0,17,100,7
486,1,0,25,153,14
223,11,0,7,80,4
907,11,0,10,125,9
700,27,0,10,46,6
82,24,0,5,24,10
1066,36,0,0,0,0
478,1,0,8,61,7
1211,27,0,2,10,1
1016,1,0,12,70,25
1111,11,0,3,25,3
261,25,0,18,125,22
1227,25,0,0,7,2
721,1,0,0,0,0
1019,23,0,2,1,1
726,36,0,1,5,1
856,26,0,0,0,0
81,37,0,0,0,0
1126,8,0,0,0,0
42,36,0,16,54,5
154,25,0,11,173,9
511,36,0,7,30,6
1107,25,0,1,4,1
417,11,0,0,3,3
642,25,0,1,6,3
412,8,0,3,23,1
5,26,0,0,0,0
32,23,0,2,23,5
1009,1,0,7,36,11
100,1,0,7,126,12
1064,26,0,1,3,1
863,37,0,0,0,0
886,37,0,5,107,8
973,27,0,1,1,0
6,26,0,12,38,6
1075,1,0,0,4,0
87,24,0,2,20,0
678,25,0,4,4,2
3,11,0,12,104,14
629,25,0,6,77,5
1068,37,0,0,0,0
298,8,0,13,137,26
887,23,0,0,6,2
966,1,0,0,0,0
1049,24,0,0,0,0
943,26,0,7,99,5
823,36,0,0,0,0
858,26,0,0,10,3
385,37,0,11,150,11
699,27,0,5,41,22
931,26,0,15,149,17
702,27,0,4,25,5
329,36,0,5,66,11
1072,24,0,9,102,18
698,27,0,6,19,4
538,36,0,13,85,14
660,23,0,1,18,2
19,1,0,0,0,0
132,25,0,12,89,34
