player_id,team_id,goals,assists,minutes_played
128,46,0,0,399
3,11,0,0,399
362,6,0,0,399
444,42,0,0,400
1132,9,0,0,401
812,40,0,0,402
664,40,0,0,402
496,40,0,0,402
1048,40,0,0,402
922,2,0,0,403
1009,1,0,0,403
378,1,0,0,403
38,1,0,0,403
1188,35,0,0,404
472,25,0,0,405
1240,25,0,0,405
35,3,0,0,406
869,16,0,0,407
470,16,0,0,407
1201,16,0,0,407
1207,12,0,0,408
713,11,0,0,409
152,11,0,0,409
866,17,0,0,409
491,39,0,0,411
927,6,0,0,411
64,4,0,0,412
575,28,0,0,412
313,13,0,0,413
608,13,0,0,413
423,21,0,0,414
127,21,0,0,414
1052,35,0,0,418
584,20,0,0,419
1155,46,0,0,419
240,46,0,0,419
800,46,0,0,419
719,9,0,0,421
162,29,0,0,425
752,19,0,0,426
1010,17,0,0,431
555,28,0,0,431
173,30,0,0,432
976,3,0,0,435
50,3,0,0,438
462,3,0,0,438
574,10,0,0,442
754,20,0,0,442
305,8,0,0,445
1191,8,0,0,445
997,8,0,0,445
627,34,0,0,456
546,10,0,0,459
679,39,0,0,459
723,19,0,0,459
695,2,0,0,466
269,7,0,0,471
1030,9,0,0,475
614,34,0,0,488
987,41,0,0,490
809,5,0,0,492
1014,28,0,0,494
184,29,0,0,501
1166,32,0,0,503
1195,46,0,0,504
317,7,0,0,505
810,9,0,0,511
89,9,0,0,511
892,2,0,0,513
1024,35,0,0,518
306,35,0,0,518
777,7,0,0,520
88,7,0,0,520
912,18,0,0,523
1200,19,0,0,533
558,10,0,0,538
282,10,0,0,541
212,10,0,0,541
939,29,0,0,542
877,17,0,0,546
111,34,0,0,554
957,34,0,0,554
447,34,0,0,554
682,32,0,0,554
1080,32,0,0,554
955,32,0,0,554
1150,5,0,0,625
903,29,0,0,634
370,18,0,0,637
1216,29,0,0,650
193,5,0,0,651
1023,43,0,0,654
621,19,0,0,659
758,18,0,0,664
753,43,0,0,673
439,43,0,0,673
910,43,0,0,673
284,19,0,0,687
833,19,0,0,707
1039,41,0,0,708
981,41,0,0,717
1179,41,0,0,717
588,18,0,0,756
348,2,0,0,794
