player_id,team_id,player_name,position,own_goals,forced_turnovers,defensive_pressures_applied,defensive_pressures_directly_applied
190,29,Brahim Diaz,FW,0,15,156,24
847,17,Mohamed Elshenawy,GK,0,0,0,0
786,21,Marvin Senaya,DF,0,34,89,24
1026,40,Ricardo Goss,GK,0,0,0,0
662,44,Khalil Ayari,MF,0,0,0,0
1011,44,Rani Khedira,MF,0,6,49,10
1210,44,Yan Valery,DF,0,13,68,10
1025,22,Ricardo Ade,DF,0,3,24,5
1209,12,Yan Diomande,FW,0,20,121,20
347,17,Emam Ashour,MF,0,19,72,12
18,29,Achraf Hakimi,DF,0,19,93,30
1118,29,Soufiane Rahimi,FW,0,5,73,11
645,8,Kelvin Pires,DF,0,0,0,0
495,39,Iliman Ndiaye,FW,0,6,41,8
658,8,Kevin Pina,MF,0,22,93,23
174,12,Bazoumana Toure,FW,0,2,38,2
582,9,Jonathan David,FW,0,45,227,21
1242,17,Zizo,FW,0,4,14,2
744,17,Mahdy Soliman,GK,0,0,0,0
703,22,Lenny Joseph,FW,0,4,43,5
440,12,Guela Doue,DF,0,12,78,19
167,29,Azzedine Ounahi,MF,0,26,199,17
300,21,Derrick Luckassen,DF,0,2,8,4
331,39,Edouard Mendy,GK,0,0,0,0
848,44,Mohamed Hadj Mahmoud,MF,0,1,25,6
1146,40,Themba Zwane,MF,0,2,12,0
889,17,Nabil Donga,MF,0,0,0,0
72,9,Alfie Jones,DF,0,0,0,0
120,44,Anis Slimane,MF,0,5,92,5
970,39,Pape Gueye,MF,0,7,51,10
1203,22,Wilson Isidor,FW,0,7,88,1
541,22,Jean Kevin Duverne,DF,0,3,56,9
21,44,Adam Arous,DF,0,0,0,0
898,9,Nathan Saliba,MF,0,11,43,12
1048,40,Ronwen Williams,GK,0,0,0,0
236,39,Cherif Ndiaye,FW,0,0,0,0
260,8,Dailon Livramento,FW,0,8,93,4
999,21,Prince Adu,FW,0,0,25,4
866,17,Mohanad Lashin,MF,0,23,156,42
1142,40,Thabang Matuludi,DF,0,0,0,0
350,12,Emmanuel Agbadou,DF,0,4,28,8
756,17,Marawan Attia,MF,0,18,182,29
1192,8,Wagner Pina,DF,0,4,19,2
1138,40,Teboho Mokoena,MF,0,13,95,22
505,29,Ismael Saibari,MF,0,32,181,17
159,29,Ayoub El Kaabi,FW,0,2,25,7
882,39,Moussa Niakhate,DF,0,12,21,4
673,21,Kojo Peprah Oppong,DF,0,1,5,0
496,40,Ime Okon,DF,0,3,22,5
1000,9,Promise David,FW,0,6,23,1
246,12,Christopher Operi,DF,0,4,20,3
457,22,Hannes Delcroix,DF,0,9,21,9
504,9,Ismael Kone,MF,0,8,25,5
506,39,Ismail Jakobs,DF,0,13,51,10
503,44,Ismael Gharbi,MF,0,3,62,9
878,17,Mostafa Zico,MF,0,15,192,31
1054,22,Ruben Providence,FW,0,7,100,9
230,29,Chadi Riad,DF,0,7,30,12
851,12,Mohamed Kone,GK,0,0,0,0
880,44,Mouhib Chamakh,GK,0,0,0,0
684,21,Kwasi Sibo,MF,0,5,114,15
741,40,Lyle Foster,FW,0,1,25,1
475,17,Hossam Abdelmaguid,DF,0,4,11,3
638,40,Kamogelo Sebelebele,FW,0,1,4,0
747,17,Mahmoud Saber,MF,0,3,10,1
207,21,Caleb Yirenkyi,MF,0,12,128,14
74,44,Ali Abdi,DF,0,22,102,24
885,29,Munir El Kajoui,GK,0,0,0,0
971,39,Pape Matar Sarr,MF,0,3,25,3
961,40,Oswin Appollis,FW,0,12,115,9
540,9,Jayden Nelson,FW,0,1,2,0
1135,9,Tani Oluwaseyi,FW,0,11,104,20
1212,8,Yannick Semedo,MF,0,3,12,1
1139,8,Telmo Arcanjo,MF,0,6,27,1
917,39,Nicolas Jackson,FW,0,10,106,13
67,22,Alexandre Pierre,GK,0,0,0,0
184,29,Bilal El Khannouss,MF,0,15,127,19
456,17,Hamza Abdelkarim,FW,0,8,36,6
216,22,Carlens Arcus,DF,0,12,34,11
945,12,Odilon Kossounou,DF,0,2,15,6
710,9,Liam Millar,MF,0,3,44,12
1214,17,Yasser Ibrahim,DF,0,21,46,24
1079,40,Samukele Kabini,DF,0,0,0,0
1002,44,Raed Chikhaoui,DF,0,0,0,0
542,12,Jean Michael Seri,MF,0,0,5,1
338,44,Elias Achouri,FW,0,1,19,6
1136,17,Tarek Alaa,DF,0,0,0,0
1198,22,Wilguens Paugain,DF,0,0,0,0
903,29,Neil El Aynaoui,MF,0,51,132,48
189,40,Bradley Cross,DF,0,0,0,0
170,39,Bamba Dieng,FW,0,2,15,0
604,21,Joseph Anang,GK,0,0,0,0
924,9,Niko Sigur,DF,0,4,39,9
965,12,Ousmane Diomande,DF,0,1,3,1
843,17,Mohamed Alaa,GK,0,0,0,0
581,21,Jonas Adjetey,DF,0,3,19,6
487,39,Ibrahim Mbaye,FW,0,2,41,6
679,39,Krepin Diatta,DF,0,7,44,13
368,40,Evidence Makgopa,FW,0,15,76,9
1204,22,Woodensky Pierre,MF,0,0,0,0
1234,29,Zakaria El Ouahdi,DF,0,0,3,1
1110,12,Simon Adingra,FW,0,0,11,1
585,21,Jordan Ayew,FW,0,23,212,19
271,22,Danley Jean Jacques,MF,0,11,78,25
508,39,Ismaila Sarr,FW,0,18,157,11
664,40,Khuliso Mudau,DF,0,32,82,16
245,21,Christopher Bonsu Baah,FW,0,0,0,0
812,40,Mbekezeli Mbokazi,DF,0,9,49,16
401,12,Franck Kessie,MF,0,13,135,13
1018,44,Rayan Elloumi,FW,0,0,0,0
91,9,Alphonso Davies,DF,0,1,4,0
1094,44,Sebastian Tounekti,MF,0,1,33,1
168,21,Baba Rahman,DF,0,0,0,0
155,44,Aymen Dahmen,GK,0,0,0,0
719,9,Luc De Fougerolles,DF,0,17,41,22
963,12,Oumar Diakite,FW,0,3,11,1
795,9,Mathieu Choiniere,MF,0,2,19,2
874,44,Mortadha Ben Ouanes,DF,0,3,10,3
1152,21,Thomas Partey,MF,0,5,52,14
7,39,Abdoulaye Seck,DF,0,1,3,1
346,12,Elye Wahi,FW,0,5,60,3
932,40,Nkosinathi Sibisi,DF,0,2,15,6
919,12,Nicolas Pepe,FW,0,19,97,15
162,29,Ayyoub Bouaddi,MF,0,23,113,36
692,21,Lawrence Ati Zigi,GK,0,0,0,0
1063,39,Sadio Mane,FW,0,14,129,16
773,22,Markhus Lacroix,DF,0,0,0,0
214,22,Carl Sainte,MF,0,0,0,0
179,21,Benjamin Asare,GK,0,0,0,0
1170,40,Tshepang Moremi,FW,0,1,18,1
75,9,Ali Ahmed,FW,0,18,113,12
1144,40,Thapelo Maseko,FW,0,9,97,23
718,22,Louicius Deedson,FW,0,3,30,4
1020,29,Redouane Halhal,DF,0,4,12,9
114,12,Ange Yoan Bonny,FW,0,7,123,7
810,9,Maxime Crepeau,GK,0,0,0,0
194,21,Brandon Thomas Asante,FW,0,3,28,0
89,9,Alistair Johnston,DF,0,12,52,16
1197,12,Wilfried Singo,DF,0,13,24,12
497,21,Inaki Williams,FW,0,3,43,3
665,40,Khulumani Ndamane,DF,0,0,0,0
636,39,Kalidou Koulibaly,DF,0,3,21,5
46,12,Alban Lafont,GK,0,0,0,0
1030,9,Richie Laryea,DF,0,22,79,28
872,44,Montassar Talbi,DF,0,5,17,6
539,40,Jayden Adams,MF,0,2,43,2
423,21,Gideon Mensah,DF,0,10,63,18
572,9,Joel Waterman,DF,0,0,0,0
842,17,Mohamed Abdelmoneim,DF,0,0,0,0
552,21,Jerome Opoku,DF,0,8,10,7
491,39,Idrissa Gana Gueye,MF,0,24,91,23
611,22,Josue Duverger,GK,0,0,0,0
10,21,Abdul Mumin,DF,0,0,0,0
392,44,Firas Chaouat,FW,0,0,18,0
258,9,Cyle Larin,FW,0,8,76,6
868,9,Moise Bombito,DF,0,4,11,2
1095,12,Seko Fofana,MF,0,3,28,1
451,39,Habib Diarra,MF,0,12,73,14
576,38,John Mcginn,MF,0,5,89,3
949,18,Ollie Watkins,FW,0,0,4,1
875,32,Morten Thorsby,MF,0,0,33,3
831,30,Micky Van De Ven,DF,0,8,87,13
406,30,Frenkie De Jong,MF,0,7,85,22
933,30,Noa Lang,FW,0,2,6,1
70,5,Alexis Saelemaekers,MF,0,4,25,1
1206,4,Xaver Schlager,MF,0,3,76,24
594,32,Jorgen Strand Larsen,FW,0,8,56,4
1024,35,Renato Veiga,DF,0,9,45,11
796,5,Matias Fernandez Pardo,FW,0,2,25,4
995,4,Philipp Lienhart,DF,0,1,11,4
400,35,Francisco Trincao,FW,0,2,12,1
468,32,Henrik Falchener,DF,0,0,2,1
767,18,Marcus Rashford,FW,0,1,47,3
288,4,Dejan Ljubicic,MF,0,0,0,0
342,18,Elliot Anderson,MF,0,34,182,58
568,5,Joaquin Seys,DF,0,3,30,2
763,13,Marco Pasalic,FW,0,5,40,7
948,20,Oliver Baumann,GK,0,0,0,0
1150,5,Thibaut Courtois,GK,0,0,0,0
621,19,Jules Kounde,DF,0,33,130,24
182,35,Bernardo Silva,MF,0,5,37,6
142,20,Assan Ouedraogo,MF,0,0,0,0
1003,35,Rafael Leao,FW,0,5,35,4
1077,35,Samu Costa,DF,0,2,10,1
578,18,John Stones,DF,0,5,17,3
778,30,Marten De Roon,MF,0,0,1,0
255,35,Cristiano Ronaldo,FW,0,7,72,6
1046,5,Romelu Lukaku,FW,0,5,56,1
735,13,Luka Sucic,MF,0,1,7,0
533,30,Jan Paul Van Hecke,DF,0,11,56,17
543,19,Jean Philippe Mateta,FW,0,1,23,2
706,20,Leon Goretzka,MF,0,3,20,2
682,32,Kristoffer Ajer,DF,0,12,29,8
1200,19,William Saliba,DF,0,14,28,14
232,5,Charles De Ketelaere,FW,0,19,146,18
461,18,Harry Kane,FW,0,25,262,22
799,30,Mats Wieffer,DF,0,0,0,0
116,20,Angelo Stiller,MF,0,1,7,1
672,18,Kobbie Mainoo,MF,0,0,0,0
490,19,Ibrahima Konate,DF,0,1,2,2
770,13,Mario Pasalic,MF,0,7,23,8
527,18,James Trafford,GK,0,0,0,0
782,32,Martin Odegaard,MF,0,18,195,18
904,35,Nelson Semedo,DF,0,6,31,3
130,20,Antonio Ruediger,DF,0,5,14,4
1159,35,Tomas Araujo,DF,0,1,4,1
587,18,Jordan Henderson,MF,0,0,4,0
1193,20,Waldemar Anton,DF,0,1,13,3
989,35,Pedro Neto,FW,0,9,86,8
936,18,Noni Madueke,FW,0,9,80,16
979,4,Patrick Wimmer,FW,0,4,15,6
277,32,David Moller Wolfe,DF,0,13,70,22
895,30,Nathan Ake,DF,0,8,19,4
383,20,Felix Nmecha,MF,0,9,74,21
1151,5,Thomas Meunier,DF,0,17,48,9
896,5,Nathan Ngoy,DF,0,10,30,15
310,5,Dodi Lukebakio,FW,0,6,67,3
748,20,Malick Thiaw,DF,0,3,7,3
825,4,Michael Gregoritsch,FW,0,9,110,3
113,38,Andy Robertson,DF,0,13,47,5
1141,30,Teun Koopmeiners,MF,0,8,44,9
563,35,Joao Cancelo,DF,0,13,66,13
1120,4,Stefan Posch,DF,0,10,103,29
704,32,Leo Ostigard,DF,0,1,8,3
681,13,Kristijan Jakic,DF,0,0,0,0
319,13,Duje Caleta Car,DF,0,0,0,0
274,4,David Alaba,DF,0,5,28,9
250,38,Craig Gordon,GK,0,0,0,0
64,4,Alexander Schlager,GK,0,0,0,0
724,19,Lucas Hernandez,DF,0,0,0,0
606,20,Joshua Kimmich,DF,0,26,55,9
24,19,Adrien Rabiot,MF,0,10,111,29
564,35,Joao Felix,FW,0,23,99,14
405,32,Fredrik Aursnes,MF,0,8,63,20
588,18,Jordan Pickford,GK,0,0,0,0
779,13,Martin Baturina,MF,0,17,119,8
1187,30,Virgil Van Dijk,DF,0,10,11,4
516,13,Ivor Pandur,GK,0,0,0,0
140,5,Arthur Theate,DF,0,3,10,6
124,38,Anthony Ralston,DF,0,2,9,2
873,18,Morgan Rogers,MF,0,19,132,17
279,20,David Raum,DF,0,18,29,8
891,20,Nadiem Amiri,MF,0,1,11,0
996,4,Phillip Mwene,DF,0,3,32,8
256,30,Crysencio Summerville,FW,0,17,75,13
909,20,Nick Woltemade,FW,0,0,6,1
584,20,Jonathan Tah,DF,0,5,27,9
631,30,Justin Kluivert,MF,0,2,12,0
603,35,Jose Sa,GK,0,0,0,0
263,18,Dan Burn,DF,0,1,1,0
624,32,Julian Ryerson,FW,0,31,53,13
959,32,Oscar Bobb,MF,0,12,113,17
1148,19,Theo Hernandez,DF,0,25,48,10
219,4,Carney Chukwuemeka,MF,0,7,51,4
203,35,Bruno Fernandes,MF,0,27,247,20
307,35,Diogo Dalot,DF,0,2,13,3
396,20,Florian Wirtz,MF,0,17,123,18
313,13,Dominik Livakovic,GK,0,0,0,0
789,13,Mateo Kovacic,MF,0,7,95,16
771,30,Mark Flekken,GK,0,0,0,0
736,13,Luka Vuskovic,DF,0,0,3,2
1087,4,Sasa Kalajdzic,FW,0,8,40,2
984,4,Paul Wanner,MF,0,18,146,20
809,5,Maxim De Cuyper,DF,0,18,77,19
148,19,Aurelien Tchouameni,MF,0,23,68,20
608,13,Josip Sutalo,DF,0,4,17,9
551,5,Jeremy Doku,FW,0,15,134,18
734,13,Luka Modric,MF,0,16,48,12
438,38,Grant Hanley,DF,0,2,11,2
707,20,Leroy Sane,MF,0,10,84,15
525,20,Jamal Musiala,MF,0,13,107,19
762,4,Marco Friedl,DF,0,0,4,1
914,20,Nico Schlotterbeck,DF,0,18,7,6
312,13,Dominik Kotarski,GK,0,0,0,0
308,18,Djed Spence,DF,0,22,107,20
760,4,Marcel Sabitzer,MF,0,26,137,10
431,35,Goncalo Guedes,FW,0,0,0,0
65,32,Alexander Sorloth,FW,0,9,70,8
248,30,Cody Gakpo,FW,0,15,127,7
492,13,Igor Matanovic,FW,0,6,49,10
807,19,Maxence Lacroix,DF,0,1,19,8
655,4,Kevin Danso,DF,0,2,23,8
675,5,Koni De Winter,DF,0,0,0,0
955,32,Orjan Nyland,GK,0,0,0,0
680,32,Kristian Thorstvedt,MF,0,0,38,5
129,32,Antonio Nusa,FW,0,7,112,16
306,35,Diogo Costa,GK,0,0,0,0
900,20,Nathaniel Brown,DF,0,3,64,21
994,13,Petar Sucic,MF,0,11,152,25
817,30,Memphis Depay,FW,0,0,31,2
723,19,Lucas Digne,DF,0,27,52,4
769,13,Marin Pongracic,DF,0,6,13,7
1165,13,Toni Fruk,MF,0,0,0,0
666,38,Kieran Tierney,DF,0,12,31,6
1052,35,Ruben Dias,DF,0,12,27,6
978,4,Patrick Pentz,GK,0,0,0,0
811,20,Maximilian Beier,FW,0,1,9,1
633,20,Kai Havertz,FW,0,19,99,14
205,18,Bukayo Saka,FW,0,6,68,18
1188,35,Vitinha,MF,0,19,124,13
173,30,Bart Verbruggen,GK,0,0,0,0
433,35,Goncalo Ramos,FW,0,5,32,3
394,4,Florian Grillitsch,MF,0,0,49,11
1237,5,Zeno Debast,DF,0,0,0,0
766,32,Marcus Holmgren Pedersen,DF,0,7,50,12
1194,19,Warren Zaire Emery,MF,0,0,15,3
920,5,Nicolas Raskin,MF,0,19,98,21
202,19,Brice Samba,GK,0,0,0,0
1156,5,Timothy Castagne,DF,0,24,127,24
685,19,Kylian Mbappe,FW,0,17,140,13
1059,30,Ryan Gravenberch,MF,0,11,54,15
361,32,Erling Haaland,FW,0,11,108,5
740,30,Lutsharel Geertruida,DF,0,0,0,0
768,19,Marcus Thuram,FW,0,0,0,0
63,4,Alexander Prass,MF,0,0,5,0
1166,32,Torbjorn Heggem,DF,0,2,30,10
49,20,Aleksandar Pavlovic,MF,0,27,76,20
1037,30,Robin Roefs,GK,0,0,0,0
123,18,Anthony Gordon,FW,0,27,151,15
1036,19,Robin Risser,GK,0,0,0,0
993,13,Petar Musa,FW,0,9,76,11
304,5,Diego Moreira,MF,0,5,36,2
928,13,Nikola Vlasic,MF,0,14,82,9
1167,18,Trevoh Chalobah,DF,0,0,0,0
1205,30,Wout Weghorst,FW,0,2,53,2
515,18,Ivan Toney,FW,0,0,1,0
193,5,Brandon Mechele,DF,0,16,48,15
108,32,Andreas Schjelderup,MF,0,18,68,14
1153,30,Tijjani Reijnders,MF,0,7,34,5
921,4,Nicolas Seiwald,MF,0,16,64,19
619,18,Jude Bellingham,MF,0,21,231,31
1053,35,Ruben Neves,MF,0,3,37,0
1056,35,Rui Silva,GK,0,0,0,0
188,19,Bradley Barcola,FW,0,21,117,17
1021,18,Reece James,DF,0,5,66,18
513,13,Ivan Perisic,FW,0,12,88,13
301,19,Desire Doue,FW,0,13,173,22
286,18,Declan Rice,MF,0,10,89,12
791,35,Matheus Nunes,MF,0,0,0,0
1145,32,Thelo Aasgaard,MF,0,3,19,3
609,13,Josko Gvardiol,DF,0,2,24,6
548,32,Jens Petter Hauge,MF,0,0,11,2
96,5,Amadou Onana,MF,0,25,26,9
315,30,Donyell Malen,FW,0,8,47,7
826,19,Michael Olise,FW,0,35,235,21
1115,32,Sondre Langas,DF,0,1,1,1
273,4,David Affengruber,DF,0,0,0,0
696,5,Leandro Trossard,FW,0,26,168,12
153,5,Axel Witsel,MF,0,1,21,3
293,20,Deniz Undav,FW,0,6,53,7
459,5,Hans Vanaken,MF,0,12,145,8
121,13,Ante Budimir,FW,0,13,76,13
1096,5,Senne Lammens,GK,0,0,0,0
676,4,Konrad Laimer,MF,0,19,149,32
565,35,Joao Neves,MF,0,19,192,28
51,4,Alessandro Schoepf,MF,0,0,0,0
656,5,Kevin De Bruyne,MF,0,14,145,13
743,19,Maghnes Akliouche,MF,0,0,8,2
750,19,Malo Gusto,DF,0,1,9,5
432,35,Goncalo Inacio,DF,0,0,0,0
758,18,Marc Guehi,DF,0,7,22,7
908,19,Ngolo Kante,MF,0,0,0,0
926,13,Nikola Moro,MF,0,0,0,0
827,4,Michael Svoboda,DF,0,0,0,0
450,30,Guus Til,MF,0,1,20,1
395,4,Florian Wiegele,GK,0,0,0,0
1224,5,Youri Tielemans,MF,0,19,120,24
198,30,Brian Brobbey,FW,0,18,53,2
912,18,Nico Oreilly,DF,0,19,119,25
834,5,Mike Penders,GK,0,0,0,0
399,35,Francisco Conceicao,FW,0,9,35,4
1001,30,Quinten Timber,MF,0,5,27,7
109,13,Andrej Kramaric,FW,0,0,24,1
752,19,Manu Kone,MF,0,24,91,23
370,18,Ezri Konsa,DF,0,14,63,17
596,30,Jorrel Hato,DF,0,1,23,4
333,32,Egil Selvik,GK,0,0,0,0
284,19,Dayot Upamecano,DF,0,17,54,26
974,20,Pascal Gross,MF,0,1,15,1
1081,32,Sander Tangvik,GK,0,0,0,0
1080,32,Sander Berge,MF,0,9,101,17
535,18,Jarell Quansah,DF,0,13,19,11
833,19,Mike Maignan,GK,0,0,0,0
296,30,Denzel Dumfries,DF,0,24,74,8
62,20,Alexander Nuebel,GK,0,0,0,0
607,13,Josip Stanisic,DF,0,19,75,17
285,18,Dean Henderson,GK,0,0,0,0
941,35,Nuno Mendes,DF,0,10,78,16
780,13,Martin Erlic,DF,0,0,0,0
323,18,Eberechi Eze,MF,0,4,43,0
977,32,Patrick Berg,MF,0,21,168,27
754,20,Manuel Neuer,GK,0,0,0,0
1045,4,Romano Schmid,MF,0,14,142,18
404,32,Fredrik Andre Bjorkan,DF,0,2,21,2
964,19,Ousmane Dembele,FW,0,27,238,13
528,20,Jamie Leweling,MF,0,2,15,4
1017,19,Rayan Cherki,MF,0,10,76,10
818,23,Merchas Doski,DF,0,4,65,25
1219,26,Yazeed Abulaila,GK,0,0,0,0
354,27,Eom Jisung,MF,0,0,2,0
867,26,Mohannad Abutaha,MF,0,21,98,21
77,24,Ali Alipour,FW,0,2,13,4
1157,11,Timothy Fayulu,GK,0,0,0,0
697,27,Lee Donggyeong,MF,0,0,0,0
465,37,Hassan Kadish,DF,0,0,0,0
1065,24,Saeid Ezatolahi,MF,0,22,96,22
79,23,Ali Jasim,FW,0,27,58,8
997,8,Pico Lopes,DF,0,6,36,9
901,37,Nawaf Alaqidi,GK,0,0,0,0
1114,27,Son Heungmin,FW,0,9,54,0
40,23,Akam Hashim,DF,0,3,16,7
1004,1,Rafik Belghali,DF,0,10,64,10
187,36,Boualem Khoukhi,DF,0,5,21,12
643,25,Keisuke Osako,GK,0,0,0,0
1238,23,Zidane Iqbal,MF,0,6,59,10
986,24,Payam Niazmand,GK,0,0,0,0
1005,26,Rajaei Ayed,MF,0,0,0,0
463,36,Hassan Alhaydos,FW,0,8,46,1
1104,25,Shogo Taniguchi,DF,0,3,11,4
864,36,Mohammed Muntari,FW,0,0,0,0
850,37,Mohamed Kanno,MF,0,10,84,14
1127,36,Sultan Albrake,DF,0,2,50,4
1223,11,Yoane Wissa,FW,0,11,118,5
857,26,Mohammad Abuhasheesh,DF,0,0,7,2
669,27,Kim Moonhwan,DF,0,11,19,2
761,8,Marcio Rosa,GK,0,0,0,0
813,24,Mehdi Ghayedi,FW,0,3,13,2
1108,8,Sidny Lopes Cabral,DF,0,22,77,9
231,11,Chancel Mbemba,DF,0,9,23,12
1060,8,Ryan Mendes,FW,0,24,102,14
855,26,Mohammad Abualnadi,DF,0,2,6,3
43,37,Ala Alhajji,MF,0,1,7,1
969,27,Paik Seungho,MF,0,2,31,5
1233,23,Zaid Tahseen,DF,0,1,6,2
1131,36,Tahsin Mohammed,FW,0,0,0,0
644,25,Keito Nakamura,MF,0,9,80,11
902,37,Nawaf Bu Washl,DF,0,3,27,4
105,24,Amirmohammad Razaghinia,MF,0,0,0,0
1230,36,Yusuf Abdurisag,FW,0,8,60,8
393,11,Fiston Mayele,FW,0,3,23,0
1007,1,Ramiz Zerrouki,MF,0,4,23,5
561,27,Jo Hyeonwoo,GK,0,0,0,0
119,1,Anis Hadj Moussa,FW,0,3,34,1
802,11,Matthieu Epolo,GK,0,0,0,0
859,26,Mohammad Aldaoud,MF,0,0,1,0
38,1,Aissa Mandi,DF,0,14,19,6
411,11,Gael Kakuta,FW,0,0,0,0
11,36,Abdulaziz Hatem,MF,0,1,20,0
890,1,Nadhir Benbouali,FW,0,6,19,4
90,36,Almoez Ali,FW,0,1,11,2
884,23,Munaf Younus,DF,0,2,11,5
1147,11,Theo Bongonda,MF,0,1,19,2
1006,24,Ramin Rezaeian,DF,0,9,82,10
947,27,Oh Hyeongyu,FW,0,4,51,5
935,11,Noah Sadiki,MF,0,12,135,17
161,25,Ayumu Seko,DF,0,1,3,2
1100,24,Shahriyar Moghanloo,FW,0,6,52,4
937,26,Noor Alrawabdeh,MF,0,20,182,22
2,11,Aaron Tshibola,MF,0,0,0,0
651,25,Kento Shiogai,FW,0,0,6,2
247,8,Cj Dos Santos,GK,0,0,0,0
485,23,Ibrahim Bayesh,MF,0,14,120,14
668,27,Kim Minjae,DF,0,3,13,4
1228,25,Yukinari Sugawara,DF,0,5,36,4
99,26,Amer Jamous,MF,0,2,26,2
199,11,Brian Cipenga,FW,0,10,72,14
1217,1,Yassine Titraoui,MF,0,0,0,0
233,11,Charles Pickel,MF,0,3,25,3
879,37,Moteb Alharbi,DF,0,11,64,2
667,27,Kim Jingyu,MF,0,3,16,3
83,26,Ali Olwan,FW,0,11,154,7
894,37,Nasser Aldawsari,MF,0,8,106,19
26,36,Ahmed Alaaeldin,FW,0,2,22,4
78,26,Ali Azaizeh,FW,0,3,47,3
775,23,Marko Farji,FW,0,2,34,2
888,1,Nabil Bentaleb,MF,0,16,42,12
141,24,Arya Yousefi,DF,0,1,12,2
1191,8,Vozinha,GK,0,0,0,0
29,23,Ahmed Basil,GK,0,0,0,0
320,11,Dylan Batubinsika,DF,0,0,0,0
530,8,Jamiro Monteiro,MF,0,12,110,23
28,37,Ahmed Alkassar,GK,0,0,0,0
1124,8,Steven Moreira,DF,0,9,77,7
474,36,Homam Ahmed,DF,0,3,45,6
1164,25,Tomoki Hayakawa,GK,0,0,0,0
1240,25,Zion Suzuki,GK,0,0,0,0
483,27,Hwang Inbeom,MF,0,20,62,10
379,1,Fares Ghedjemis,FW,0,0,2,0
1232,23,Zaid Ismael,MF,0,3,52,17
36,37,Aiman Yahya,FW,0,0,0,0
477,24,Hossein Kanani,DF,0,2,17,5
1123,11,Steve Kapuadi,DF,0,6,18,6
144,36,Assim Madibo,MF,0,2,51,7
1033,1,Riyad Mahrez,FW,0,22,102,13
12,37,Abdulelah Alamri,DF,0,7,23,5
33,23,Ahmed Qasem,FW,0,3,81,6
467,8,Helio Varela,MF,0,5,39,2
482,27,Hwang Heechan,MF,0,3,25,3
158,36,Ayoub Aloui,DF,0,2,38,5
101,23,Amir Alammari,MF,0,19,64,19
860,24,Mohammad Ghorbani,MF,0,5,23,3
1070,37,Salem Aldawsari,FW,0,15,120,15
534,1,Jaouen Hadjam,DF,0,8,19,5
837,24,Milad Mohammadi,DF,0,23,62,22
845,1,Mohamed Amine Tougai,DF,0,0,0,0
1171,25,Tsuyoshi Watanabe,DF,0,4,8,3
639,36,Karim Boudiaf,MF,0,2,29,3
595,11,Joris Kayembe,DF,0,4,20,5
237,27,Cho Guesung,FW,0,4,13,1
294,24,Dennis Dargahi,FW,0,0,0,0
865,23,Mohanad Ali,FW,0,1,14,1
940,8,Nuno Da Costa,MF,0,6,61,3
1067,26,Saleem Obaid,DF,0,2,6,3
628,25,Junnosuke Suzuki,DF,0,0,22,4
814,24,Mehdi Taremi,FW,0,17,100,7
486,1,Ibrahim Maza,MF,0,25,153,14
223,11,Cedric Bakambu,FW,0,7,80,4
907,11,Ngalayel Mukau,MF,0,10,125,9
700,27,Lee Jaesung,MF,0,10,46,6
82,24,Ali Nemati,DF,0,5,24,10
1066,36,Salah Zakaria,GK,0,0,0,0
478,1,Houssem Aouar,MF,0,8,61,7
1211,27,Yang Hyunjun,MF,0,2,10,1
1016,1,Rayan Ait Nouri,DF,0,12,70,25
1111,11,Simon Banza,FW,0,3,25,3
261,25,Daizen Maeda,MF,0,18,125,22
1227,25,Yuito Suzuki,MF,0,0,7,2
721,1,Luca Zidane,GK,0,0,0,0
1019,23,Rebin Sulaka,DF,0,2,1,1
726,36,Lucas Mendes,DF,0,1,5,1
856,26,Mohammad Abughoush,MF,0,0,0,0
81,37,Ali Majrashi,DF,0,0,0,0
1126,8,Stopira,DF,0,0,0,0
42,36,Akram Afif,FW,0,16,54,5
154,25,Ayase Ueda,FW,0,11,173,9
511,36,Issa Laye,DF,0,7,30,6
1107,25,Shuto Machino,FW,0,1,4,1
417,11,Gedeon Kalulu,DF,0,0,3,3
642,25,Keisuke Goto,FW,0,1,6,3
412,8,Garry Rodrigues,MF,0,3,23,1
5,26,Abdallah Alfakhori,GK,0,0,0,0
32,23,Ahmed Maknazi,DF,0,2,23,5
1009,1,Ramy Bensebaini,DF,0,7,36,11
100,1,Amine Gouiri,FW,0,7,126,12
1064,26,Saed Alrosan,DF,0,1,3,1
863,37,Mohammed Alowais,GK,0,0,0,0
886,37,Musab Aljuwayr,MF,0,5,107,8
973,27,Park Jinseob,DF,0,1,1,0
6,26,Abdallah Nasib,DF,0,12,38,6
1075,1,Samir Chergui,DF,0,0,4,0
87,24,Alireza Jahanbakhsh,MF,0,2,20,0
678,25,Kou Itakura,DF,0,4,4,2
3,11,Aaron Wan Bissaka,DF,0,12,104,14
629,25,Junya Ito,MF,0,6,77,5
1068,37,Saleh Alshehri,FW,0,0,0,0
298,8,Deroy Duarte,MF,0,13,137,26
887,23,Mustafa Saadoon,DF,0,0,6,2
966,1,Oussama Benbot,GK,0,0,0,0
1049,24,Roozbeh Cheshmi,MF,0,0,0,0
943,26,Odeh Fakhoury,FW,0,7,99,5
823,36,Meshaal Barsham,GK,0,0,0,0
858,26,Mohammad Abuzraiq,FW,0,0,10,3
385,37,Feras Albrikan,FW,0,11,150,11
699,27,Lee Hanbeom,DF,0,5,41,22
