player_id,team_id,player_name,position,assists,attempts_on_target,attempts_at_goal,attempts_at_goal_conv_rate,attempts_inside_penalty,attempts_outside_penalty,headed_attempts_at_goal,xg,xg_efficiency,corners
508,39,Ismaila Sarr,FW,1,6,17,24,15,2,2,3.68,1.09x,0
919,12,Nicolas Pepe,FW,1,3,6,33,5,1,0,1.42,1.41x,6
1118,29,Soufiane Rahimi,FW,1,4,6,33,5,1,2,1.59,1.26x,0
235,29,Chemsdine Talbi,MF,1,0,2,0,1,1,0,0.05,0x,0
452,17,Haissem Hassan,FW,1,0,1,0,1,0,0,0.09,0x,0
688,39,Lamine Camara,MF,1,0,3,0,0,3,0,0.14,0x,5
7,39,Abdoulaye Seck,DF,1,0,2,0,1,1,1,0.05,0x,0
640,17,Karim Hafez,DF,1,0,1,0,0,1,0,0.01,0x,0
1209,12,Yan Diomande,FW,1,0,4,0,3,1,1,0.26,0x,11
1170,40,Tshepang Moremi,FW,1,0,0,0,0,0,0,0,0x,0
1169,17,Trezeguet,FW,1,3,8,13,6,2,3,0.71,1.4x,0
970,39,Pape Gueye,MF,1,3,8,25,1,7,0,0.37,5.4x,0
756,17,Marawan Attia,MF,1,1,4,0,1,3,0,0.05,0x,0
1212,8,Yannick Semedo,MF,1,0,1,0,0,1,0,0.01,0x,2
194,21,Brandon Thomas Asante,FW,1,0,0,0,0,0,0,0,0x,0
489,12,Ibrahim Sangare,MF,1,0,1,0,0,1,0,0,0x,0
483,27,Hwang Inbeom,MF,1,2,4,25,2,2,0,0.37,2.74x,0
1033,1,Riyad Mahrez,FW,1,3,6,33,4,2,0,1.49,1.34x,5
1133,25,Takefusa Kubo,MF,1,0,1,0,0,1,0,0.01,0x,0
101,23,Amir Alammari,MF,1,0,0,0,0,0,0,0,0x,3
1060,8,Ryan Mendes,FW,1,0,6,0,3,3,0,0.07,0x,0
154,25,Ayase Ueda,FW,1,4,9,22,5,4,2,0.63,3.15x,0
1032,25,Ritsu Doan,MF,1,0,1,0,0,1,0,0.02,0x,1
139,11,Arthur Masuaku,DF,1,0,0,0,0,0,0,0,0x,6
937,26,Noor Alrawabdeh,MF,1,0,1,0,0,1,0,0.03,0x,0
678,25,Kou Itakura,DF,1,0,0,0,0,0,0,0,0x,0
1006,24,Ramin Rezaeian,DF,1,2,4,50,4,0,0,0.97,2.06x,7
334,26,Ehsan Haddad,DF,1,0,1,0,1,0,0,0.03,0x,0
635,25,Kaishu Sano,MF,1,1,1,100,0,1,0,0.09,11.52x,0
701,27,Lee Kangin,MF,1,1,4,0,1,3,0,0.15,0x,9
231,11,Chancel Mbemba,DF,1,0,1,0,1,0,0,0.05,0x,0
644,25,Keito Nakamura,MF,1,2,5,20,2,3,0,0.17,5.98x,0
674,25,Koki Ogawa,FW,1,0,3,0,3,0,2,0.22,0x,0
329,36,Edmilson Junior,FW,1,2,3,0,3,0,0,0.43,0x,0
881,26,Mousa Altamari,FW,1,3,8,13,4,4,0,1.13,0.89x,0
822,11,Meschack Elia,FW,1,2,2,0,0,2,0,0.05,0x,0
1154,31,Tim Payne,DF,1,0,1,0,0,1,0,0.02,0x,3
157,41,Aymeric Laporte,DF,1,1,4,0,2,2,2,0.15,0x,0
388,41,Ferran Torres,FW,1,2,11,0,10,1,4,2.28,0x,0
1055,43,Ruben Vargas,FW,1,4,6,33,4,2,0,1.31,1.53x,11
41,48,Akmal Mozgovoy,MF,1,0,1,0,1,0,0,0.08,0x,0
53,41,Alex Baena,MF,1,4,11,9,4,7,0,0.4,2.49x,24
295,6,Dennis Hadzikadunic,DF,1,0,0,0,0,0,0,0,0x,0
764,41,Marcos Llorente,DF,1,0,0,0,0,0,0,0,0x,0
1091,6,Sead Kolasinac,DF,1,0,0,0,0,0,0,0,0x,0
956,45,Orkun Kokcu,MF,1,0,3,0,2,1,0,0.56,0x,2
512,6,Ivan Basic,MF,1,0,4,0,0,4,0,0.15,0x,5
172,45,Baris Alper Yilmaz,FW,1,0,1,100,0,1,0,0.06,16.87x,0
66,15,Alexandr Sojka,MF,1,0,0,0,0,0,0,0,0x,1
983,3,Paul Okon Engstler,MF,1,0,0,0,0,0,0,0,0x,1
1028,43,Ricardo Rodriguez,DF,1,0,1,0,0,1,0,0.02,0x,4
836,41,Mikel Oyarzabal,FW,1,11,22,23,16,6,5,4.29,1.17x,0
722,42,Lucas Bergvall,MF,1,0,2,0,2,0,1,0.68,0x,0
1189,15,Vladimir Coufal,DF,1,0,1,0,1,0,1,0.02,0x,9
