player_id,team_id,player_name,position,goals,assists,minutes_played
785,43,Marvin Keller,GK,0,0,0
709,38,Liam Kelly,GK,0,0,0
671,27,Kim Taehyeon,DF,0,0,0
851,12,Mohamed Kone,GK,0,0,0
312,13,Dominik Kotarski,GK,0,0,0
532,15,Jan Kuchta,FW,0,0,0
773,22,Markhus Lacroix,DF,0,0,0
697,27,Lee Donggyeong,MF,0,0,0
288,4,Dejan Ljubicic,MF,0,0,0
465,37,Hassan Kadish,DF,0,0,0
672,18,Kobbie Mainoo,MF,0,0,0
81,37,Ali Majrashi,DF,0,0,0
950,40,Olwethu Makhanya,DF,0,0,0
603,35,Jose Sa,GK,0,0,0
135,14,Arjany Martha,MF,0,0,0
349,47,Emiliano Martinez,MF,0,0,0
816,1,Melvin Mastil,GK,0,0,0
1142,40,Thabang Matuludi,DF,0,0,0
730,33,Luis Mejia,GK,0,0,0
1085,47,Santiago Mele,GK,0,0,0
126,39,Antoine Mendy,DF,0,0,0
413,22,Garven Metusala,DF,0,0,0
1038,33,Roderick Miller,DF,0,0,0
94,10,Alvaro Montero,GK,0,0,0
926,13,Nikola Moro,MF,0,0,0
923,6,Nihad Mujakic,DF,0,0,0
1183,41,Victor Munoz,FW,0,0,0
864,36,Mohammed Muntari,FW,0,0,0
665,40,Khulumani Ndamane,DF,0,0,0
236,39,Cherif Ndiaye,FW,0,0,0
366,12,Evan Ndicka,DF,0,0,0
883,44,Moutaz Neffati,DF,0,0,0
986,24,Payam Niazmand,GK,0,0,0
62,20,Alexander Nuebel,GK,0,0,0
414,34,Gaston Olveira,GK,0,0,0
643,25,Keisuke Osako,GK,0,0,0
278,10,David Ospina,GK,0,0,0
142,20,Assan Ouedraogo,MF,0,0,0
516,13,Ivor Pandur,GK,0,0,0
1198,22,Wilguens Paugain,DF,0,0,0
56,31,Alex Paulsen,GK,0,0,0
376,47,Facundo Pellistri,FW,0,0,0
978,4,Patrick Pentz,GK,0,0,0
705,7,Leo Pereira,DF,0,0,0
67,22,Alexandre Pierre,GK,0,0,0
1204,22,Woodensky Pierre,MF,0,0,0
893,31,Nando Pijnaker,DF,0,0,0
567,47,Joaquin Piquerez,MF,0,0,0
617,10,Juan Portilla,MF,0,0,0
377,23,Fahad Talib,GK,0,0,0
870,16,Moises Ramirez,GK,0,0,0
280,41,David Raya,GK,0,0,0
105,24,Amirmohammad Razaghinia,MF,0,0,0
1037,30,Robin Roefs,GK,0,0,0
717,31,Logan Rogerson,FW,0,0,0
252,46,Cristian Roldan,MF,0,0,0
57,31,Alex Rufer,MF,0,0,0
419,2,Geronimo Rulli,GK,0,0,0
488,26,Ibrahim Sadeh,MF,0,0,0
214,22,Carl Sainte,MF,0,0,0
202,19,Brice Samba,GK,0,0,0
228,33,Cesar Samudio,GK,0,0,0
324,7,Ederson,GK,0,0,0
751,39,Mamadou Sarr,DF,0,0,0
51,4,Alessandro Schoepf,MF,0,0,0
196,7,Bremer,DF,0,0,0
359,42,Eric Smith,DF,0,0,0
479,15,Hugo Sochurek,MF,0,0,0
1116,27,Song Bumkeun,GK,0,0,0
577,38,John Souttar,DF,0,0,0
645,8,Kelvin Pires,DF,0,0,0
283,9,Dayne St Clair,GK,0,0,0
559,15,Jindrich Stanek,GK,0,0,0
10,21,Abdul Mumin,DF,0,0,0
